   	182997513
[1]	122874
\x0A\x09V	122798
WAI	122750
AIT	122740
//D	122672
X, 	122367
) &	122330
BRI	122307
GS)	122075
UF_	122047
X_L	122017
NEC	121923
MEA	121911
U64	121846
LEC	121613
G_L	121599
SE\x0A	121574
 : 	121564
K =	121349
Q_C	121331
V *	121329
RLC	121254
RUE	121080
007	121075
DWC	120974
SW_	120921
GAT	120854
CEN	120835
AUT	120835
CR3	120824
DAC	120655
M, 	120583
SCL	120566
R A	120560
K_D	120415
LIM	120320
DED	120168
B_E	120148
-EI	120040
) |	119989
BUT	119954
0) 	119940
X8\x0A	119891
 ||	119819
W_S	119684
* P	119585
\x09},	119546
I =	119481
P;\x0A	119396
MED	119340
VOL	119232
_CU	119158
R O	119019
  (	119017
\x09\x09A	118906
ID,	118887
, 2	118849
S\x0A 	118812
M_T	118736
ULA	118709
} E	118495
ESO	118349
\x09\x09\\	118287
IOC	118104
P_F	118099
_RI	118086
RSI	118021
TEC	117946
X->	117884
ORY	117822
 MT	117758
V;\x0A	117631
NTA	117621
RUN	117581
M_F	117558
CRT	117355
ECI	117242
 EV	117152
T\x09\x09	117066
64 	117021
MOR	116979
OMI	116955
X40	116952
D F	116843
N);	116837
2_T	116826
 \\\x0A	116653
UBP	116552
\x0A\x09W	116221
\x09\x09N	116208
PTO	116080
ENO	116074
_SM	116042
0XE	115947
 FU	115677
N_R	115621
0XB	115615
\x09\x09T	115594
 "P	115348
OFT	115338
PG_	115324
_RT	115254
OTE	115221
  U	115211
WC_	115198
SEG	115156
AG_	115114
\x0AIN	114976
 2\x0A	114879
A_A	114803
 (E	114765
C_F	114719
SCH	114652
K_B	114606
QUA	114491
O_P	114431
WHI	114395
\x09SP	114386
GBI	114317
S_B	114127
TTE	114088
0},	114053
EXI	113971
 DS	113893
_I2	113877
__B	113765
B_D	113736
64_	113698
_PS	113630
I->	113601
EEP	113593
LUS	113588
F_T	113556
N E	113540
E32	113393
I_M	113367
UME	113232
, /	113217
GES	113080
G_B	113012
P__	113010
IFO	112953
OOT	112941
V_E	112875
4_N	112870
&& 	112708
* F	112697
M_A	112598
HT 	112499
7, 	112445
C_L	112402
M1_	112278
MMC	112266
\x0A#E	112239
 IR	112070
_IP	112036
M->	111914
X_V	111889
ER-	111845
DIA	111800
FIX	111785
BY 	111703
ETR	111600
\x09ER	111547
PA_	111544
FW_	111469
7\x0A#	111445
\x0AVO	111422
ED(	111330
FP_	111290
X80	111277
 (P	111270
RN_	111190
LIZ	111189
ELL	111146
NLY	111141
D_F	111108
FIF	111012
PEE	111007
FO-	110946
UE;	110893
LL,	110875
ARC	110846
->E	110755
CKS	110714
1_A	110697
S C	110682
 SA	110630
N_T	110626
LTI	110559
RAY	110529
XX_	110455
D,\x0A	110447
P0_	110295
ACP	110270
R)\x0A	110266
EG 	110077
P);	110019
NE0	109996
E_1	109950
EGR	109899
 *)	109880
 PL	109852
XTE	109777
CRC	109710
REV	109579
S: 	109576
__O	109534
2MP	109456
S)\x0A	109324
021	109256
S_F	109186
CU_	109077
E12	109064
R I	108976
T_U	108952
* 0	108852
M_L	108768
GPL	108740
_AF	108621
ISS	108601
NES	108538
_ES	108327
NCY	108117
PLI	108094
N C	108026
 DW	107857
LTE	107595
TAI	107502
 MU	107460
ALE	107390
_GS	107367
DIT	107360
NIP	107298
, _	107289
A_T	107260
E.\x0A	107178
P_E	107130
 0 	107076
\x09EL	107044
 *I	106879
NON	106862
APE	106739
F_M	106672
HEN	106663
 *A	106618
12M	106593
EOU	106564
FDE	106552
Y_X	106276
_E1	106274
"0X	106054
2_L	105855
TUP	105818
LOT	105806
_WO	105666
MBO	105625
802	105592
RRI	105555
RCC	105483
 { 	105386
HED	105375
(VO	105324
AP 	105178
OTH	105169
12_	105164
 SK	105070
NE3	105062
_HO	105053
 IO	104983
ET,	104977
S_L	104880
, O	104876
4__	104874
ILT	104871
_LC	104845
MEO	104783
{ 0	104719
RFA	104708
-EN	104687
EMS	104600
E {	104573
LA_	104557
SUM	104538
/**	104510
A =	104475
 KE	104451
C_V	104419
DST	104294
0; 	104263
T_G	104153
_MM	104127
D O	103978
ST,	103951
 HE	103921
ROB	103814
0_A	103507
G T	103491
R S	103491
Q->	103433
N_E	103396
M;\x0A	103385
GER	103354
, G	103327
 "S	103261
= -	103156
3_C	103142
N_L	103045
 10	102940
= V	102871
UTP	102862
HIN	102769
}, 	102583
N_O	102569
K_R	102480
EN)	102446
E "	102441
ED.	102287
  /	102170
WHE	102141
0XD	102025
T:\x0A	101842
// 	101736
 *\x09	101725
F_B	101601
 20	101576
DCC	101540
PPE	101506
 %D	101481
  M	101467
I_R	101455
SPO	101438
9\x0A#	101396
 "M	101392
SES	101014
_FE	100957
[] 	100889
PR_	100804
+= 	100763
NOR	100753
 BL	100753
TW8	100675
CR4	100622
TA)	100559
CTE	100533
  1	100459
USH	100453
32(	100306
A\x0A#	100200
>ST	100134
< 0	100132
TP_	100100
, W	100085
 IX	100065
E\x0A#	100041
FIC	100001
 SY	99985
 VI	99908
A_I	99837
* M	99807
OTI	99723
EF_	99673
_FS	99671
MOV	99650
NGT	99631
Y, 	99607
PAS	99607
 1;	99565
ICH	99564
B_P	99563
LL;	99557
SID	99409
TPU	99312
E_G	99297
 U3	99228
TAS	99170
B_M	99161
U16	99150
APA	99125
N_F	99065
F_P	99016
D_V	98894
 IP	98889
GTH	98794
X1\x0A	98770
.  	98642
SR_	98528
JEC	98518
ST)	98482
  T	98432
TIA	98386
X_T	98359
5__	98344
UP 	98286
.CO	98265
_TL	98210
WIN	98080
 PH	98067
EAC	97997
89_	97987
CPI	97900
X =	97843
ETA	97822
A0_	97805
\x09.N	97774
Y__	97457
NLA	97417
ETI	97412
C__	97338
TIL	97312
 LA	97224
N F	97158
"EV	97092
RO_	97017
GT_	97012
LE,	96931
I, 	96901
R_G	96718
OND	96640
MMU	96554
 ML	96523
 UP	96498
Y->	96481
STS	96182
 IM	96104
W89	96104
NTF	96034
ROG	96013
MPA	95978
_VP	95910
QUI	95883
SK)	95883
1",	95761
K(&	95744
BAR	95642
ACR	95605
C;\x0A	95556
N->	95521
K_E	95448
EME	95372
H_S	95346
CR_	95328
 I 	95313
LLB	95225
VD_	95206
 NA	95157
O, 	95144
ETS	94998
ED,	94965
RCH	94955
D\\N	94891
**\x0A	94852
S &	94805
E\x09\x09	94801
N *	94795
TAC	94766
++)	94723
CL_	94653
_BO	94612
4_R	94581
03F	94511
M_E	94388
HI_	94376
ME,	94274
TDE	94248
_BE	94228
* W	94214
G_G	94198
F->	94156
SUL	94129
SPL	94097
VEC	94080
ER.	93995
;\x0A 	93846
HAP	93842
X_B	93814
OLO	93798
R: 	93766
S R	93694
CE(	93598
211	93552
AL)	93486
S_O	93476
ZE)	93414
TIE	93328
LOO	93322
TMP	93261
01L	93247
1);	93231
1L\x0A	93210
HAL	93086
DOM	93020
S N	93011
VF1	92999
->O	92987
O E	92985
V,\x0A	92949
X02	92899
\x09\x09V	92846
FT_	92801
 *M	92724
HOR	92635
OG_	92565
 |\x0A	92527
ANY	92511
HIL	92511
FF,	92471
O A	92437
LS_	92400
  R	92303
O_R	92301
 HO	92284
OLI	92280
0),	92224
PCM	92209
 (U	92180
SPD	92109
RA_	92104
DS 	92095
 WR	92037
X20	92013
 MS	91988
AGB	91930
THO	91874
GS_	91814
X4\x0A	91805
DPT	91761
 > 	91720
_IM	91492
2_A	91449
DE)	91424
C2_	91274
ADC	91264
TE)	91209
V4L	91198
IN(	91196
E(&	91169
,\x09\x09	91072
W_C	90967
SCS	90946
ABI	90925
M32	90859
BIN	90833
ADP	90827
PP_	90789
#IF	90787
G0_	90740
BIL	90665
T1_	90654
_LU	90598
ON"	90545
 *B	90465
#EN	90465
S) 	90340
MPO	90306
O O	90306
O *	90252
_AP	90176
_PF	90150
  D	90075
GSP	89991
V_P	89982
 +=	89912
ORI	89882
4L2	89875
LAR	89856
DAG	89843
 0\x0A	89830
\x0A\x09L	89778
Y T	89699
GRE	89483
00}	89476
L_F	89473
R C	89453
AD(	89413
ARM	89294
F2_	89274
ED)	89220
X_F	89217
MAL	89131
 PT	89095
MCM	89036
XIT	88982
D D	88976
(I 	88971
NVE	88892
>CO	88876
OBE	88858
NSO	88803
 16	88748
TE,	88622
HIG	88608
\x09BI	88605
_OB	88476
(PR	88353
0_1	88350
/BI	88315
X);	88311
 (D	88235
KED	88182
OW 	88178
PHA	88101
_BR	88061
TCO	87932
GFX	87771
PIX	87697
IRT	87668
S P	87666
A *	87627
SLA	87522
S.\x0A	87471
DB_	87465
N_1	87446
RDP	87429
P_V	87372
ORC	87347
_SK	87337
D R	87267
DR,	87161
13_	87125
NT(	87117
 QU	87033
OTA	87032
L_L	87012
\x09UI	87006
= L	86971
P_B	86956
UVD	86950
LE)	86915
O S	86802
 TY	86801
IAT	86744
HE_	86707
O_M	86593
S W	86585
A;\x0A	86529
0EN	86524
(UN	86445
APS	86441
F0E	86369
L_O	86297
0][	86273
E_W	86251
CY_	86215
N O	86214
FAS	86136
IO 	86125
NT3	85966
ES)	85920
SE;	85908
BE_	85800
TL2	85705
A__	85702
 *T	85701
RR;	85691
LIG	85669
. *	85638
= E	85588
G_E	85569
S(S	85567
HOU	85557
MID	85369
DD_	85349
 (T	85259
2_B	85247
CB_	85083
E (	85043
AMD	85005
HOL	84915
IDA	84862
PF1	84668
3_L	84662
TA(	84647
14_	84624
16_	84555
EM 	84474
URS	84461
G);	84452
(CH	84396
TFO	84350
3_M	84303
UAR	84274
C) 	84205
TA,	84168
WIL	84166
_FW	84072
 GF	84043
TAN	84022
SE,	83953
MPT	83942
IOM	83900
C);	83895
OCE	83876
F_D	83843
AY 	83659
ATF	83642
FUL	83618
 RI	83588
F_I	83516
5_1	83515
EN,	83501
__G	83497
K *	83479
DEO	83462
0_0	83452
I <	83374
TK_	83342
PKT	83298
_AB	83295
(SK	83278
  }	83271
(AD	83257
RTS	83152
IV_	83146
PAB	83069
EV;	82994
.RE	82972
\x09\x09L	82897
P_G	82873
TUN	82770
BG_	82760
NEE	82724
_TP	82702
030	82676
TY 	82653
\x0AEX	82621
 HI	82590
\x09SE	82569
IBL	82539
X18	82497
N":	82401
R(S	82394
* B	82283
.H"	82272
DE,	82271
GME	82271
H"\x0A	82203
();	82170
//B	82136
T (	82123
IZA	82115
FF 	82106
PH_	82100
 BP	81995
UIR	81978
LL)	81943
RIB	81938
NGS	81839
Y_R	81839
D\x0A#	81734
S:\x0A	81696
{\x0A 	81685
RSE	81667
F(S	81654
ALT	81620
* E	81594
ZAT	81589
N P	81563
T\x0A 	81536
9, 	81534
_TC	81517
DOR	81514
  P	81487
1_E	81476
ETD	81445
DEP	81427
SCC	81406
 VM	81397
DCO	81375
ORS	81366
 >>	81365
ES,	81295
ES.	81256
TMA	81121
 TX	81090
C *	81015
IDG	80994
T_W	80971
_4_	80962
 WM	80901
1 <	80900
R\x0A 	80658
Q_S	80612
FX_	80554
 AF	80552
ZE(	80522
ESM	80521
NO 	80497
 1 	80480
YST	80445
INA	80435
VAT	80255
NT;	80234
 CF	80218
EPT	80044
X04	80020
A_B	79898
 (M	79792
BOX	79780
L  	79774
 "B	79768
 *F	79760
KVM	79736
COE	79735
 RO	79724
Y_I	79710
_RB	79595
(&P	79574
L *	79573
 RX	79571
EGA	79520
_10	79510
CRY	79508
ER:	79497
L_G	79477
GRP	79462
D) 	79348
TEG	79343
300	79324
K_T	79300
EY_	79288
V1_	79288
EFE	79247
FEA	79169
A1_	79145
TCP	79142
IVA	79139
F *	79095
AFE	79073
YRI	78991
"),	78983
\x09\x09"	78969
F C	78965
Y *	78919
URF	78918
 *N	78880
E: 	78820
* N	78801
FF_	78772
\x0A\x09N	78714
"CO	78701
(ER	78699
ESH	78665
>IN	78592
_FM	78538
\x09\x09_	78501
TX-	78452
V2_	78411
& 0	78376
G_V	78326
 AU	78258
OSE	78253
RGI	78233
 12	78201
CK,	78058
EW_	78002
OS_	77906
RYP	77899
RC 	77882
PST	77876
STI	77868
, H	77866
Y_P	77772
OUL	77763
= H	77722
V)\x0A	77643
\x09PI	77599
DUM	77510
\x0AMO	77406
O_L	77384
D P	77307
ER\x0A	77276
ARK	77258
O_U	77253
2,\x0A	77237
G;\x0A	77189
MTK	77181
V_S	77165
"UN	77159
UBS	77071
DRA	77070
IRS	77039
UBL	76998
RT,	76987
L,\x0A	76978
O_I	76884
FLU	76882
_RL	76841
N B	76681
MN_	76663
H =	76642
00)	76571
\x09\x09*	76560
V_D	76535
N_B	76530
G1_	76525
B\x0A#	76523
BEL	76512
L0_	76508
MDC	76491
S_V	76470
_EM	76457
MMO	76432
P *	76394
E +	76375
D W	76371
ULD	76363
S D	76344
LO_	76337
OOK	76303
 *H	76300
SK,	76231
X_E	76208
IV 	76152
RNA	76117
 CU	76102
 GC	76044
RV_	75955
>> 	75906
_VO	75868
 (A	75851
EG(	75820
P_H	75776
I_A	75733
* O	75720
PYR	75697
 1\x0A	75683
NOM	75592
 AM	75456
M *	75454
TS(	75415
K->	75318
SE-	75187
3_P	75121
USY	75115
 WO	74998
NEN	74918
Y_T	74853
ST-	74830
I;\x0A	74791
DR)	74722
RTL	74698
LAB	74693
U_T	74680
CST	74635
YPT	74613
N_A	74604
EX 	74551
SIX	74529
G_O	74529
I++	74456
UMA	74436
CEL	74412
LX5	74360
U_C	74336
T0_	74316
G *	74211
F_A	74127
SAG	74041
B_B	74025
I_I	73990
 VE	73972
  A	73967
_CC	73923
_B_	73852
M_O	73834
0 *	73823
ARY	73799
1_0	73780
C_N	73686
OD_	73677
N N	73619
RTU	73601
;\x09\x09	73541
O C	73480
V_I	73457
\x09\x09W	73441
EIG	73441
ARN	73398
R_V	73326
\x09.P	73254
EEE	73225
.NA	73210
AWA	73199
VDA	73184
RMI	73129
MIX	73118
\x09.C	73081
2  	73025
, 3	72965
ONV	72953
|| 	72891
E(P	72881
EE(	72869
IFY	72828
T G	72758
UP(	72733
H, 	72666
ED;	72658
LEM	72635
_RU	72598
ERY	72575
500	72568
T2_	72563
D(S	72541
AFM	72490
N_U	72431
I_G	72389
NO_	72324
G2_	72295
RN;	72276
EL)	72241
R_N	72236
EL(	72217
RS_	72145
N,\x0A	72127
->U	72124
_CI	71937
PAN	71898
D_G	71855
EE 	71842
SON	71829
\x0A\x09H	71772
;\x0AS	71746
ON1	71675
B_A	71615
D M	71599
=\x0A\x09	71594
ROO	71554
EGB	71546
1  	71377
__H	71363
LOR	71291
RD 	71214
IF\x0A	71176
1_B	71149
 NV	71148
MCU	71088
S2_	71016
BLI	70967
ZE,	70919
GGE	70842
RI_	70797
\x09WR	70728
VC_	70694
= O	70688
"\x0A\x09	70605
 HW	70544
ON.	70543
0 }	70506
() 	70473
= G	70451
\x09RT	70415
E))	70406
01,	70400
 SL	70394
 GR	70384
M0_	70369
X2\x0A	70367
DM_	70356
T(&	70351
 "I	70329
(PA	70326
UTO	70325
_RP	70321
EDE	70316
XDP	70280
NMA	70213
1][	70159
 BR	70146
PD_	70123
ISI	70026
][1	69996
\x09MU	69995
N_V	69970
0  	69961
PED	69917
E(C	69914
BJE	69878
LP_	69869
\x09ME	69832
O D	69782
GLE	69777
_DF	69655
O;\x0A	69503
E(D	69454
BPR	69444
ISE	69417
 BT	69401
3_S	69390
RAD	69329
 "1	69300
 "A	69170
KIN	69114
ME)	69103
O_B	69086
BLK	69060
700	69000
R D	68991
U_I	68986
EPO	68970
  {	68885
 CT	68872
A_X	68784
 NF	68779
 CS	68735
IBU	68672
HAV	68658
_PD	68634
_DU	68608
 I+	68571
_IF	68545
MP 	68540
O B	68474
IOR	68426
O R	68331
C,\x0A	68325
 / 	68311
UF,	68299
7__	68237
TX 	68145
Y =	68065
4,\x0A	68055
_EA	68041
PPL	67974
HYS	67938
LTA	67907
N D	67880
NE\x09	67840
ARB	67834
IOV	67738
VIR	67721
U_D	67707
GFP	67688
, 4	67685
DSP	67683
CAM	67679
, {	67678
SE)	67658
ETT	67641
W_R	67608
K_A	67583
K_F	67577
_16	67546
ADV	67536
&\x0A\x09	67524
Y_D	67515
S[I	67506
LS 	67475
L C	67429
MMM	67377
[2]	67359
ARS	67245
Q_I	67240
IEE	67229
AM 	67224
R) 	67206
\x0A\x0A 	67192
\x09CH	67153
TR 	67107
UMP	67094
 (0	67031
D\x0A 	67029
0_I	67027
KS 	66986
N_2	66958
N\x0A 	66956
ECE	66935
SQ_	66920
D_W	66918
ID;	66878
S B	66871
CTU	66862
>MA	66855
XT 	66814
SO 	66788
\x09.S	66784
GAI	66776
+) 	66774
BIO	66771
M =	66652
O =	66643
_GF	66642
RIA	66588
IMP	66571
NEA	66500
 AB	66495
NR_	66442
S_H	66419
N'T	66398
 *V	66373
}\x0A}	66317
TOT	66298
 U8	66283
LE3	66278
ZE;	66238
0_B	66221
ON,	66145
Q, 	66138
_QM	66102
UT;	66095
\x09MA	66078
SAV	66075
T: 	66010
VF_	66001
) *	65986
B0_	65972
XPO	65937
\x09VA	65911
EEN	65878
NOW	65874
ER"	65811
IMA	65804
HIC	65737
D.\x0A	65724
AP,	65673
XC\x0A	65639
B_O	65638
6__	65601
CDE	65555
 "G	65457
T K	65402
NCH	65399
VCO	65365
RK_	65330
\x09SW	65286
V_C	65239
 (V	65181
L_V	65157
MMI	65145
SIT	65123
SK(	65064
DPH	65021
ERO	65019
"GP	64980
LIB	64933
FSM	64921
L)\x0A	64890
FTE	64841
WRC	64822
A);	64800
EV1	64767
>PR	64757
->W	64757
R F	64710
MCO	64702
EN;	64697
H_M	64696
-LI	64679
ES;	64679
STX	64670
ABM	64652
NTC	64626
R_U	64617
O_A	64566
HT_	64521
T32	64509
SE(	64491
1_I	64490
CRA	64442
B_I	64434
IGU	64410
FB_	64380
HCI	64362
C00	64361
 ? 	64270
W_D	64269
E. 	64243
D_U	64198
X;\x0A	64194
1)\x0A	64185
VCP	64100
RIM	64052
AMC	63988
ONA	63933
BAL	63931
VAR	63907
H T	63900
LLA	63894
)\x09\x09	63880
WAO	63880
M2_	63868
BTR	63836
 V4	63836
MSE	63836
UNE	63832
F;\x0A	63808
IMX	63804
 HD	63783
E16	63745
TR(	63703
D_H	63679
P,\x0A	63639
OCT	63622
4_M	63607
CID	63598
F_F	63569
_DW	63551
H (	63519
NG)	63511
\x0A\x09G	63434
EGD	63393
MA0	63343
 *E	63294
ASM	63280
EAN	63269
 2)	63254
X14	63227
GC_	63219
>LO	63141
RT)	63107
X_G	63091
\x0A\x09K	63083
CEP	63081
BW_	63056
_GL	63038
FOL	62931
_SS	62927
'T 	62810
 &C	62783
SK\x09	62753
4_L	62736
SLE	62709
R P	62707
S M	62704
RE(	62699
TTI	62679
I_E	62648
1_H	62643
HRO	62601
NK 	62466
][0	62427
HE\x0A	62384
 I2	62379
%D\\	62379
: T	62356
TE-	62344
.IN	62316
RVA	62306
4_D	62301
PWM	62294
(&C	62274
VPG	62246
G A	62232
RT-	62208
S. 	62153
H_P	62151
4_T	62151
3",	62131
TA;	62117
"\x0A 	62108
NUE	62072
L I	62070
-ID	62011
E.H	61992
A_L	61979
MM_	61970
E-I	61963
3_A	61944
M);	61882
T))	61805
 PS	61784
RR)	61755
IP 	61747
Y;\x0A	61743
RAI	61731
SIS	61677
RP_	61673
 TC	61645
K\x09\x09	61631
RCT	61617
= K	61548
TR,	61545
>= 	61465
UE)	61463
>BA	61457
NAT	61411
SC 	61366
>FL	61342
E80	61323
 PM	61315
ME"	61282
W_P	61275
RGS	61270
_5_	61241
  B	61236
2.0	61234
IM_	61221
K,\x0A	61211
->G	61205
CYC	61187
Q_P	61185
0] 	61122
X08	61095
BG(	61044
AUS	61034
(IS	60961
: G	60943
CEI	60936
EV2	60920
 "F	60874
_VS	60874
X5_	60864
IOS	60842
UT(	60837
0F0	60836
_PK	60806
CHU	60799
RAG	60743
G F	60721
 -1	60721
 AP	60698
 "T	60697
 "D	60674
GIC	60663
IMM	60646
OOP	60643
SLI	60619
 =\x0A	60561
RE,	60494
4_1	60491
ETC	60353
= 2	60258
O_T	60252
P_O	60248
BDE	60152
S  	60097
F_L	60094
D_N	60077
DT_	60030
"\x0A#	60008
MS 	59995
S_G	59964
TF(	59919
//C	59917
DX-	59892
GCC	59878
SCO	59863
IPS	59786
XFS	59775
I_T	59773
(BU	59768
_LS	59764
RON	59753
]);	59751
4_S	59743
PL-	59740
PDX	59733
RSP	59709
TWA	59693
MCP	59693
H_R	59680
X-L	59635
: %	59606
UEN	59589
XEL	59586
DMC	59577
OP 	59574
0\x0A\x0A	59510
W, 	59506
Q_M	59496
SD_	59429
A S	59422
DGA	59392
AL,	59346
WM8	59301
H->	59297
R M	59296
F);	59288
CG_	59280
*RE	59268
PTC	59231
SUN	59226
5_P	59208
PLY	59189
 HU	59154
_FC	59148
GUR	59106
TPC	59080
&&\x0A	59062
API	59051
E:\x0A	59050
4_0	59035
DO_	58983
/DP	58977
R R	58962
X3\x0A	58944
PT 	58940
(X)	58933
_VD	58867
18\x0A	58842
N)\x0A	58792
OFS	58780
(RT	58758
_CD	58736
\x09RC	58715
AXI	58692
_HP	58671
H_D	58666
O_E	58651
RTY	58647
TL 	58593
P3_	58591
CMP	58558
UNK	58523
POO	58511
NT6	58482
1) 	58427
C3_	58379
Y A	58356
XPE	58334
EMC	58327
MUS	58300
OPP	58269
 14	58261
_TM	58260
YM3	58225
 >=	58201
G3_	58115
2 *	58113
SMN	58097
SUC	58059
_IT	58015
Y O	58000
FO(	57984
EGU	57977
OR(	57961
SSA	57953
4_C	57939
L_H	57927
EAL	57881
\x09BO	57865
01F	57856
110	57854
ADI	57851
CE,	57845
L_N	57844
S[]	57822
PPI	57809
IFF	57800
\x09\x09H	57797
_CG	57754
DSI	57743
ES(	57696
3,\x0A	57694
* L	57617
MDG	57615
EPA	57603
RSO	57582
ILD	57550
_BX	57549
IGG	57548
_, 	57527
FTW	57515
LOB	57510
EX)	57502
TT_	57502
OC(	57471
10,	57423
 (F	57399
WCM	57399
SKI	57391
ELI	57370
K_H	57324
NT1	57311
-2.	57304
ABO	57301
C_W	57281
(SI	57251
O_F	57250
CCU	57232
AMI	57226
FLI	57226
L3_	57187
F_E	57179
PTS	57171
SSO	57146
QM_	57144
ER;	57138
5_C	57105
>\x0A\x0A	57101
NT-	57089
_IB	57036
NY 	57035
ED\x0A	57019
L-2	56999
NGL	56987
EFD	56978
R_W	56965
 SR	56961
"BR	56922
S",	56898
MDS	56889
,\x0A\x0A	56884
PU(	56869
RY-	56868
DGP	56780
[RT	56772
AFT	56767
S))	56752
XED	56737
BOL	56669
\x09EN	56650
TLP	56650
YMB	56590
 (N	56587
M3_	56562
IEF	56543
\x09\x091	56523
M_V	56485
BL_	56451
F A	56449
AWC	56410
CO_	56405
TS.	56400
SA_	56390
_PG	56377
\x09.R	56245
 RD	56242
L T	56233
UTH	56217
(C)	56212
Q_D	56163
2;\x0A	56152
X) 	56118
__N	56109
EXC	56095
X12	56094
U_R	56086
X1F	56085
M T	56047
MMS	56046
LY_	55992
TS)	55960
BST	55947
LEE	55931
_8_	55903
\x0A\x0AI	55886
LOS	55855
\x09.D	55854
EE8	55806
OV_	55781
ALC	55776
Q_T	55750
ZON	55700
O_W	55692
RCU	55646
, .	55644
EM;	55639
2);	55572
F3_	55552
1),	55550
WB_	55542
0X%	55532
\x09LI	55527
SUS	55521
X1C	55520
T3_	55505
OBA	55503
 DU	55490
T X	55450
U_S	55415
X_U	55402
) <	55383
BX_	55379
EPR	55339
_ED	55339
LK 	55338
;\x0A#	55329
TLB	55225
_L2	55183
(MA	55141
CA_	55136
L B	55100
RT(	55041
L R	54943
P_K	54918
B);	54908
IV,	54873
T <	54864
DE(	54858
.MA	54831
B_T	54801
P)\x0A	54780
8,\x0A	54759
* U	54738
DO 	54730
CV_	54729
G I	54698
(1 	54595
_R_	54584
T Q	54571
;\x0AM	54547
.DE	54521
PUB	54517
5_M	54490
N M	54462
EXE	54441
GA_	54394
ON)	54392
\x0A\x0AV	54337
N: 	54302
TNA	54301
PE)	54294
IDL	54282
 (B	54268
< 1	54245
 "R	54241
NG,	54240
\x0A\x09"	54233
U_P	54215
1_1	54162
_LB	54158
(DA	54141
PU 	54130
IOD	54080
PMA	54049
S_N	53901
L_1	53891
I].	53851
USP	53812
MA 	53798
PID	53780
EIV	53721
 SW	53711
C)\x0A	53680
R(D	53667
BLN	53603
LND	53544
ECU	53529
][R	53512
 I;	53512
ONC	53511
 SS	53503
ZER	53480
- 1	53472
T4_	53461
YCL	53452
TAP	53431
_12	53431
PL_	53413
)))	53402
I_F	53324
\x0A\x09O	53317
 2,	53206
STM	53176
_PP	53109
3F,	53099
 IE	53064
GLO	53037
RDM	53035
*IN	53007
IR_	52965
W->	52941
PMU	52900
KB_	52889
UPS	52888
H_T	52867
(&D	52863
\x09DM	52835
MAG	52828
_HU	52826
 KV	52812
2_F	52781
2_I	52761
600	52720
14\x0A	52713
S\x0A\x09	52706
 OC	52662
0 0	52649
LIP	52627
TIB	52612
ODI	52595
_6_	52590
_11	52583
DE"	52565
WAT	52520
BRA	52507
EPL	52503
WAK	52497
R(&	52497
A_O	52478
ON\x0A	52476
EG,	52460
D N	52410
  N	52384
US)	52365
4_A	52320
) =	52268
DFE	52254
ON2	52232
TBL	52209
_SN	52207
FFI	52182
 IC	52171
0",	52155
RT5	52043
\x09\x09O	52007
 PU	52001
F =	51998
_DD	51998
T_1	51980
KFR	51975
= U	51956
X6\x0A	51948
\x0A\x0A\x0A	51926
LE.	51880
\x0A\x0AE	51855
S E	51815
W_M	51786
MX_	51745
 (L	51740
T.\x0A	51732
TLE	51732
UTI	51714
H;\x0A	51682
DAI	51633
O I	51628
MIO	51625
_UR	51625
SMU	51617
  *	51604
IIO	51579
915	51565
4_P	51542
S.H	51539
"%S	51528
V_T	51483
UCC	51467
X11	51459
O F	51451
\x09.I	51443
R B	51426
L_U	51400
XEC	51369
DID	51366
R("	51352
5_R	51326
GR_	51276
W_I	51228
I_B	51199
TS,	51192
ON-	51175
Y I	51174
\x09MT	51157
201	51147
8 *	51124
"1"	51115
ID(	51096
MA1	51092
(VA	51080
WL_	51058
_IC	51047
BLA	51046
LT:	51039
RE.	51038
ADY	51030
_MB	51027
>PA	51023
VE(	50998
F,\x0A	50935
MCI	50862
 AV	50860
 UV	50813
7,\x0A	50731
_EL	50715
_AG	50705
) -	50686
(HW	50682
 TM	50664
_TS	50642
TEP	50632
Y C	50622
EQ 	50619
ST(	50594
GE(	50589
ME(	50540
(CT	50510
>DA	50496
U, 	50494
VLA	50469
\x09NE	50447
B2_	50407
IVI	50375
C_U	50345
AP2	50335
\x09SI	50310
O P	50288
LLY	50168
* H	50152
G,\x0A	50143
L S	50142
CN_	50127
DCN	50117
], 	50103
BOU	50087
  E	50081
STD	50080
GEM	50075
B1_	50052
\x09(0	50051
ES[	50040
OLA	50031
IG 	49986
GB_	49971
ONI	49967
D _	49957
_LP	49943
 32	49937
\x09DA	49933
23_	49917
HEL	49910
OLE	49903
CSR	49891
ESI	49864
MVM	49850
 ET	49840
 &P	49835
HW 	49825
IED	49750
LR_	49738
(CL	49732
A,\x0A	49716
ELF	49711
BM_	49687
ADS	49666
P_N	49658
HES	49639
1_T	49631
URA	49591
ERP	49572
EW 	49549
NTO	49542
MOU	49491
0,0	49488
140	49485
VF2	49483
L P	49425
 OV	49374
HAD	49373
ELO	49370
\x09SN	49314
APM	49307
CIO	49291
EFC	49280
V_M	49255
. T	49135
M_W	49128
'S 	49125
OUS	49115
SOL	49066
O);	49043
FST	49004
006	48987
OLT	48986
S_W	48931
RAS	48925
T\x0A\x09	48919
Y_E	48891
_RM	48883
\x09CL	48852
) +	48848
SDP	48835
-0X	48826
OX_	48785
21_	48763
NRE	48755
NGI	48738
